Width [m],Depth [m],Area [m2],Height [m],Orientation,WWR [%],SHD,Cooling[kWh],Heating[kWh],Lighting[kWh],EUI [kwh/m2],EffDepth[m],DA [%],UDI [%],CDA [%],SDA [Area%],img,threeD,Rating
4.5,10,45,3,225,0.4,6,1543.771898,4692.851781,1116.281546,163.3978939,3.25,22.222222,48.888889,35.555556,32.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,225,0.4,6,1571.901905,5153.005108,959.990621,170.775503,3.75,28.333333,55,38.888889,36.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,225,0.4,6,1625.935969,5662.211545,787.256993,179.4534335,3.75,30,58.888889,44.444444,40,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,270,0.4,6,1554.056977,4534.291288,1009.196261,157.7232117,3.75,25.555556,45.555556,39.444444,38.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,270,0.4,6,1625.994838,4957.426155,906.831638,166.4500585,4.25,30.555556,46.111111,44.444444,41.67,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,270,0.4,6,1674.255582,5388.417053,760.653549,173.851693,4.25,34.444444,47.777778,48.333333,45,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,315,0.4,6,1566.819018,4426.162145,935.843399,153.9738792,4.25,30.555556,40.555556,45,44.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,315,0.4,6,1590.347552,4823.974704,744.317349,159.0808801,4.75,33.333333,41.666667,50,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,315,0.4,6,1676.445066,5219.561501,630.694332,167.26002,5.25,37.222222,43.333333,51.666667,52.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,45,0.4,6,1475.437708,4451.444545,709.348633,147.4717975,4.25,32.222222,40,44.444444,44.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,45,0.4,6,1509.512455,4819.189075,561.715969,153.1203889,4.75,36.666667,40.555556,49.444444,47.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,45,0.4,6,1597.353333,5212.343583,432.57202,160.9393097,5.25,39.444444,42.222222,53.333333,50.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,90,0.4,6,1448.369077,4564.061475,753.961379,150.3642651,3.75,26.666667,42.222222,38.888889,37.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,90,0.4,6,1513.217482,4971.101238,647.861715,158.4928986,4.25,31.111111,43.888889,44.444444,40.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,90,0.4,6,1610.017975,5387.857349,576.895943,168.3282504,4.25,34.444444,45.555556,48.333333,43.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,0,0.6,6,1481.676901,4401.710189,490.835491,141.6493907,5.75,45.555556,58.888889,60.555556,57.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,0,0.6,6,1535.612188,4674.372141,363.06087,146.0676711,6.25,52.222222,71.666667,66.666667,65,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,0,0.6,6,1680.671974,4907.911848,222.871634,151.3656768,7.25,59.444444,66.111111,77.777778,73.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,135,0.6,6,1497.985267,4970.967067,635.052767,157.86678,4.25,34.444444,58.888889,46.666667,45,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,135,0.6,6,1589.188697,5449.084474,525.958685,168.0940412,4.75,40,64.444444,53.333333,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,135,0.6,6,1755.209866,5904.152062,396.111419,179.0105188,5.25,44.444444,83.333333,60,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,180,0.6,6,1440.862952,5028.756075,718.427875,159.7343756,4.25,33.888889,64.444444,44.444444,42.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,180,0.6,6,1549.032018,5528.034311,608.784985,170.7966959,4.75,38.888889,72.777778,51.666667,48.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,180,0.6,6,1642.577941,6004.567927,452.115748,179.9835915,5.25,43.333333,85,58.333333,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,225,0.6,6,1560.42148,4960.988508,778.929078,162.229757,4.25,34.444444,60,46.111111,44.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,225,0.6,6,1644.203064,5492.62731,588.314145,171.6698782,4.75,40,65,52.222222,49.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,225,0.6,6,1783.385767,5944.341989,465.207002,182.0652168,5.25,44.444444,83.888889,60,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,270,0.6,6,1624.391683,4763.554932,680.267589,157.0714268,4.75,36.666667,49.444444,50.555556,47.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,270,0.6,6,1747.044963,5212.704202,518.515286,166.1836545,5.25,42.222222,58.888889,55.555556,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,270,0.6,6,1941.80103,5591.839162,390.607461,176.0943923,5.75,48.888889,74.444444,64.444444,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,315,0.6,6,1610.927291,4571.232589,582.985984,150.3365748,5.25,40.555556,44.444444,55.555556,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,315,0.6,6,1726.894369,4938.644072,407.066117,157.1689902,6.25,44.444444,58.888889,63.333333,62.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,315,0.6,6,1933.644518,5188.297895,352.830773,166.1060708,6.75,51.666667,63.333333,70.555556,70,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,45,0.6,6,1519.456232,4517.978427,411.456521,143.3086929,5.25,41.666667,44.444444,54.444444,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,45,0.6,6,1648.573243,4817.83889,295.446487,150.2635249,5.75,47.222222,54.444444,63.888889,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,45,0.6,6,1901.581619,5061.895564,223.393776,159.7082435,6.75,52.777778,63.888889,70,68.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,90,0.6,6,1564.053994,4729.840016,492.087609,150.7995915,4.75,37.777778,44.444444,50,48.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,90,0.6,6,1716.070947,5130.519926,378.768287,160.5635369,5.25,43.333333,53.333333,56.111111,54.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,90,0.6,6,1931.769524,5487.020225,263.461562,170.7166958,5.75,48.888889,70.555556,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,0,0.8,6,1592.677144,4265.814984,351.701231,138.0042969,6.25,53.888889,70,68.888889,65,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,0,0.8,6,1762.529286,4508.140712,177.342501,143.2891666,7.75,64.444444,63.333333,89.444444,80,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,0,0.8,6,2000.180367,4719.287668,105.710708,151.6706387,9.75,74.444444,57.222222,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,135,0.8,6,1651.19491,5109.660121,514.082216,161.6652722,4.75,40.555556,61.666667,55,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,135,0.8,6,1818.340381,5620.957901,326.962555,172.5835742,5.75,50,82.222222,65,60.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,135,0.8,6,1999.760273,6089.119346,177.262564,183.6920485,6.75,55,77.777778,76.666667,69.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,180,0.8,6,1542.549858,5201.160027,592.400891,163.0246839,4.75,40,66.666667,53.333333,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,180,0.8,6,1656.005287,5723.573513,406.405457,173.0218724,5.75,47.222222,87.777778,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,180,0.8,6,1790.40775,6201.960763,284.502468,183.9304662,9.75,53.888889,85,73.888889,67.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,225,0.8,6,1712.08782,5139.769908,568.413466,164.8949154,4.75,40,63.888889,55,50,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,225,0.8,6,1833.806912,5680.660831,357.951135,174.9426417,5.75,48.888889,82.222222,65,60,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,225,0.8,6,2005.972565,6153.049883,226.553375,186.3461294,6.75,55,79.444444,75,68.89,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,270,0.8,6,1800.8895,4856.077997,470.833576,158.3955794,5.25,43.888889,61.666667,59.444444,55,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.0.json,0
4.5,10,45,3.6,270,0.8,6,2057.041685,5265.865118,329.39755,170.0512078,6.75,52.777778,70,69.444444,65.56,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_3.6.json,0
4.5,10,45,4.2,270,0.8,6,2334.556957,5692.593845,191.920348,182.6460256,7.75,59.444444,63.888889,90.555556,78.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_10.0_RMH_4.2.json,0
4.5,10,45,3,315,0.8,6,1805.956857,4544.056089,403.016715,150.0673258,6.25,47.777778,63.333333,65,63.33,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_6.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_10.0_RMH_3.0.json,0
