Width [m],Depth [m],Area [m2],Height [m],Orientation,WWR [%],SHD,Cooling[kWh],Heating[kWh],Lighting[kWh],EUI [kwh/m2],EffDepth[m],DA [%],UDI [%],CDA [%],SDA [Area%],img,threeD,Rating
4.5,6,27,3,225,0.4,3,987.712438,3307.854222,173.150299,165.5080355,3.75,44.444444,91.666667,66.666667,60.19,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,225,0.4,3,1075.895336,3649.488664,113.723193,179.2261923,4.25,50,87.037037,75.925926,67.59,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,225,0.4,3,1166.167187,3958.805919,88.298277,193.0841253,5.75,58.333333,81.481481,99.074074,75.93,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,270,0.4,3,1099.730952,3123.667969,139.202461,161.577829,4.25,50,75,77.777778,70.37,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,270,0.4,3,1220.885452,3418.904704,88.576409,175.1246876,5.75,57.407407,72.222222,97.222222,81.48,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,270,0.4,3,1350.326715,3693.688367,71.907791,189.4786249,5.75,61.111111,65.740741,100,98.15,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,315,0.4,3,1117.59717,2892.922363,122.089471,153.0595927,5.75,57.407407,65.740741,97.222222,94.44,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,315,0.4,3,1235.394941,3124.413081,84.16469,164.5915819,5.75,63.888889,60.185185,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,315,0.4,3,1368.02007,3357.912328,63.973093,177.4039071,5.75,68.518519,53.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,45,0.4,3,1100.534233,2791.251014,82.45435,147.1940591,5.75,58.333333,65.625,95.833333,84.38,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,45,0.4,3,1232.687084,3008.339792,54.078698,159.0779842,5.75,65.625,56.25,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,45,0.4,3,1357.804126,3214.550657,46.191955,171.0572866,5.75,71.875,53.125,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,90,0.4,3,1095.469589,3044.451964,102.930474,157.1426677,4.25,51.851852,73.148148,75,70.37,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,90,0.4,3,1222.653851,3299.349544,78.541351,170.3905461,5.75,58.333333,67.592593,95.37037,77.78,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,90,0.4,3,1338.513157,3562.588251,58.084411,183.6735489,5.75,63.888889,60.185185,100,97.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.4_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,0,0.6,3,1156.222487,2654.076015,29.082167,142.199284,5.75,100,52.777778,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,0,0.6,3,1331.791031,2829.489247,20.268323,154.8721704,5.75,100,49.074074,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,0,0.6,3,1561.726101,2992.620044,13.113669,169.1651783,5.75,100,40.740741,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,135,0.6,3,1133.939228,3442.25156,55.696328,171.5513747,5.75,65.625,78.125,100,96.88,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,135,0.6,3,1270.523657,3758.49146,41.729088,187.8053409,5.75,75,71.875,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,135,0.6,3,1434.921669,4053.321165,28.554678,204.3258338,5.75,98.958333,68.75,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,180,0.6,3,992.649594,3521.908689,77.169883,170.0640061,5.75,62.962963,83.333333,100,93.52,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,180,0.6,3,1102.136818,3858.247237,53.934839,185.7155146,5.75,71.296296,76.851852,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,180,0.6,3,1234.751326,4179.749671,28.039978,201.5755917,5.75,95.37037,74.074074,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,225,0.6,3,1131.448738,3484.369942,70.584274,173.5704798,5.75,64.814815,77.777778,100,97.22,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,225,0.6,3,1273.592999,3813.664837,50.856227,190.3005209,5.75,73.148148,71.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,225,0.6,3,1446.811855,4118.806981,33.388385,207.3706378,5.75,98.148148,69.444444,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,270,0.6,3,1323.394287,3232.981925,45.626106,170.4445303,5.75,71.296296,62.037037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,270,0.6,3,1525.380508,3498.895252,38.963774,187.5273901,5.75,88.888889,57.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,270,0.6,3,1761.962795,3745.143779,25.060471,204.8950757,5.75,100,49.074074,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,315,0.6,3,1341.531274,2918.045004,38.087823,159.1727445,5.75,80.555556,50.925926,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,315,0.6,3,1553.008586,3130.728022,28.020796,174.5095335,5.75,100,43.518519,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,315,0.6,3,1814.870907,3321.725786,23.286193,191.1067736,5.75,100,34.259259,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_315.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,45,0.6,3,1333.080808,2758.379098,33.631349,152.7811576,5.75,82.291667,51.041667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,45,0.6,3,1542.421405,2952.553908,21.534294,167.2781336,5.75,100,43.75,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,45,0.6,3,1797.561653,3132.851214,14.37964,183.1404632,5.75,100,36.458333,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_45.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,90,0.6,3,1314.50959,3095.14161,48.605613,165.1206227,5.75,72.222222,57.407407,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,90,0.6,3,1500.810194,3345.49618,33.030334,180.7161744,5.75,90.740741,53.703704,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,90,0.6,3,1726.567604,3583.401194,14.216598,197.1920517,5.75,100,45.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.6_ROOMOR_90.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,0,0.8,3,1418.29516,2610.628634,19.62255,149.9461609,5.75,100,45.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,0,0.8,3,1710.573342,2790.41053,12.819555,167.1779047,5.75,100,34.259259,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,0,0.8,3,2004.135908,2985.339507,8.90975,185.1253765,5.75,100,21.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_0.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,135,0.8,3,1309.100627,3537.960581,35.72212,180.843827,5.75,80.208333,69.791667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,135,0.8,3,1505.846666,3856.191994,18.100827,199.2644254,5.75,100,63.541667,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,135,0.8,3,1707.560241,4164.794236,16.121948,218.0917194,5.75,100,56.25,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_135.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,180,0.8,3,1123.011092,3645.758574,43.723952,178.2405044,5.75,75,76.851852,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,180,0.8,3,1281.431458,3990.04229,19.123834,195.9480586,5.75,100,70.37037,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,180,0.8,3,1444.043427,4321.643383,14.318899,214.0742855,5.75,100,63.888889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_180.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,225,0.8,3,1318.327294,3591.954839,47.365216,183.6165685,5.75,79.62963,71.296296,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,225,0.8,3,1527.910094,3923.760197,26.109052,202.8807164,5.75,100,63.888889,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,225,0.8,3,1742.398674,4249.815854,14.990247,222.4890657,5.75,100,60.185185,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_225.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,270,0.8,3,1609.720417,3273.287811,36.029023,182.1865649,5.75,96.296296,55.555556,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,270,0.8,3,1905.193867,3537.604345,21.4256,202.3786597,5.75,100,47.222222,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_3.6.json,0
4.5,6,27,4.2,270,0.8,3,2208.420907,3801.36792,11.831714,223.022983,5.75,100,36.111111,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_270.0_RMDEPTH_6.0_RMH_4.2.json,0
4.5,6,27,3,315,0.8,3,1648.07797,2903.909788,25.543202,169.5381837,5.75,100,40.740741,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.0.json,0
4.5,6,27,3.6,315,0.8,3,1976.233516,3119.059571,14.542681,189.2531766,5.75,100,26.851852,100,100,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6_Perspective.png,https://tt-acm.github.io/DesignExplorer/design_explorer_data/DefaultData/SHDCOUNT_3.0_GLZPER_0.8_ROOMOR_315.0_RMDEPTH_6.0_RMH_3.6.json,0
